No,Paket,Pagu,Tipe Swakelola,Pemilihan,klpd,Satuan Kerja,Lokasi,ID
2357,Belanja Perjalanan Dinas Biasa,64107000,1,26-Oct,Provinsi Riau,"DINAS PEKERJAAN UMUM, PENATAAN RUANG, PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN","Riau, Bengkalis (Kab.) | Riau, Dumai (Kota) | Riau, Indragiri Hilir (Kab.) | Riau, Indragiri Hulu (Kab.) | Riau, Kampar (Kab.) | Riau, Kuantan Singingi (Kab.) | Riau, Meranti (Kab.) | Riau, Pekanbaru (Kota) | Riau, Pelalawan (Kab.) | Riau, Rokan Hilir (Kab.) | Riau, Rokan Hulu (Kab.) | Riau, Siak (Kab.)",41849770
2358,Belanja Perjalanan Dinas Biasa,42900000,1,26-Jan,Provinsi Riau,"DINAS PANGAN, TANAMAN PANGAN DAN HORTIKULTURA","Riau, Pekanbaru (Kota)",41876421
2359,Belanja Perjalanan Dinas Biasa,20020000,1,26-Jan,Provinsi Riau,"DINAS PANGAN, TANAMAN PANGAN DAN HORTIKULTURA","Riau, Pekanbaru (Kota)",41925423
2360,Belanja Perjalanan Dinas Biasa,34996000,1,26-Jan,Provinsi Riau,"DINAS PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH","Riau, Pekanbaru (Kota)",41933671
2361,Belanja Perjalanan Dinas Biasa,256441000,1,26-Jan,Provinsi Riau,"DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK","Riau, Pekanbaru (Kota)",41957755
2362,Belanja Perjalanan Dinas Biasa (Pembinaan dan Pengawasan Perizinan RS Provinsi Riau),43320000,1,26-Jan,Provinsi Riau,DINAS KESEHATAN,"Riau, Pekanbaru (Kota)",42490180
2363,Belanja Perjalanan Dinas Biasa Penguatan Pengendalian Penyakit Menular lainnya dan Pengendalian Vektor di Kab/Kota,59965000,1,26-Jul,Provinsi Riau,DINAS KESEHATAN,"Riau, Pekanbaru (Kota)",42490788
2364,Belanja Perjalanan Dinas Biasa Uang Harian Peserta Pelatihan Penanggulangan TBC bagi Tenaga Kesehatan di Fasilitas Pelayanan Kesehatan,33000000,1,26-Jun,Provinsi Riau,DINAS KESEHATAN,"Riau, Pekanbaru (Kota)",42499813
2365,"Belanja Perjalanan Dinas Biasa(Pengembangan Pendekatan Pelayanan Kesehatan di DTPK (Pelayanan Kesehatan Bergerak, Gugus Pulau, Pelayanan Kesehatan Berbasis Telemedicine, dll)",53700000,1,26-Jan,Provinsi Riau,DINAS KESEHATAN,"Riau, Pekanbaru (Kota)",42509369
2366,Belanja Perjalanan Dinas Biasa Monitoring dan Evaluasi Pemetaan Risiko dan Penyusunan Rekomendasi PIE,11955000,1,26-Jul,Provinsi Riau,DINAS KESEHATAN,"Riau, Pekanbaru (Kota)",42514198
2367,Belanja Perjalanan Dinas Biasa Penguatan Surveilans PD3I,33540000,1,26-Jul,Provinsi Riau,DINAS KESEHATAN,"Riau, Pekanbaru (Kota)",42515215
2368,Belanja Perjalanan Dinas Biasa,2380000,1,26-Jan,Provinsi Riau,UPT. KESATUAN PENGELOLAAN HUTAN MANDAH,"Riau, Indragiri Hilir (Kab.)",42550072
2369,Belanja Perjalanan Dinas Biasa,67320000,1,26-Feb,Provinsi Riau,BADAN KEPEGAWAIAN DAERAH,"Riau, Pekanbaru (Kota)",42573488
2370,Belanja Perjalanan Dinas Biasa,353457000,1,26-Jan,Provinsi Riau,DINAS LINGKUNGAN HIDUP DAN KEHUTANAN,"Riau, Pekanbaru (Kota)",42633317
2371,Belanja Perjalanan Dinas Biasa,15220000,1,26-Feb,Provinsi Riau,DINAS LINGKUNGAN HIDUP DAN KEHUTANAN,"Riau, Pekanbaru (Kota)",42633564
2372,Belanja Perjalanan Dinas Biasa,74670000,1,26-Jan,Provinsi Riau,DINAS LINGKUNGAN HIDUP DAN KEHUTANAN,"Riau, Pekanbaru (Kota)",42636364
2373,Belanja Perjalanan Dinas Biasa,24465000,1,26-Jul,Provinsi Riau,DINAS KEBUDAYAAN,"Riau, Pekanbaru (Kota)",43293802
2374,Belanja Perjalanan Dinas Biasa,66220000,1,26-Jan,Provinsi Riau,UPT. RUMAH SAKIT JIWA TAMPAN,"Riau, Pekanbaru (Kota)",43348209
2375,Belanja Perjalanan Dinas Biasa,8642000,1,26-Feb,Provinsi Riau,BADAN PENGHUBUNG,"Jawa Timur, Malang (Kota) | DI Yogyakarta, Yogyakarta (Kota) | DI Yogyakarta, Yogyakarta (Kota) | Jawa Barat, Bogor (Kota) | Riau, Pekanbaru (Kota)",43403886
