idx1,idx2,similarity,nama_1,nama_2,final_score,predicted_label,budget_diff,kl_diff,satker_diff,lokasi_diff
1207,1331,0.8824117797358608,Belanja Perjalanan Dinas Biasa (Eselon II Dalam Daerah - Sedang),Belanja Perjalanan Dinas Biasa Eselon II Luar Daerah - Sedang),0.9294470678415164,mirip,0.7406300561530408,0,0,1
1222,1333,1.0,Belanja Perjalanan Dinas Biasa (UPT Jeneberang),Belanja Perjalanan Dinas Biasa (UPT Jeneberang),1.0,mirip,0.5391042115556017,0,0,0
1259,1355,1.0,Belanja Perjalanan Dinas Biasa - UPTD VI,Belanja Perjalanan Dinas Biasa - UPTD VI,1.0,mirip,0.7504655369303737,0,0,0
1286,676,1.0,Belanja Perjalanan Dinas Biasa (UPT Saddang),Belanja Perjalanan Dinas Biasa (UPT Saddang),1.0,mirip,0.9068917814248884,0,0,0
1286,1288,1.0,Belanja Perjalanan Dinas Biasa (UPT Saddang),Belanja Perjalanan Dinas Biasa (UPT Saddang),1.0,mirip,0.6913311305906755,0,0,0
1346,1347,1.0,Belanja Perjalanan Dinas Biasa #Peningkatan Kualitas Lembaga Pelatihan,Belanja Perjalanan Dinas Biasa #Peningkatan Kualitas Lembaga Pelatihan,1.0,mirip,0.5445780717578673,0,0,0
1555,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8918575855245965,0,0,0
1576,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.5102102102102102,0,0,0
1576,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8985153751384447,0,0,0
1584,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9532768563710543,0,0,0
1597,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7847649918962722,0,0,0
1597,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8481128576445759,0,0,0
1600,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8391677140759362,0,0,0
1607,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7440904419321686,0,0,0
1607,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8722539690875611,0,0,0
1628,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8335345188761817,0,0,0
1630,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.5312162565173126,0,0,0
1634,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9752280708735835,0,0,0
1643,1779,1.0,Belanja Perjalanan Dinas Biasa SEKSI PELAYANAN KESEHATAN PRIMER DAN KESTRAD,Belanja Perjalanan Dinas Biasa SEKSI PELAYANAN KESEHATAN PRIMER DAN KESTRAD,1.0,mirip,0.7121818966048432,0,0,0
1656,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.5641137855579869,0,0,0
1656,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.925000082056803,0,0,0
1657,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.6765019434108623,0,0,0
1658,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.5831431431431432,0,0,0
1658,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9136271057074472,0,0,0
1659,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7607468339202973,0,0,0
1661,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7366166166166166,0,0,0
1661,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.945426865944058,0,0,0
1669,1698,1.0,Belanja perjalanan dinas biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7024867448286163,0,0,0
1669,1697,1.0,Belanja perjalanan dinas biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8901177351009463,0,0,0
1670,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8887933633308397,0,0,0
1670,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7060298621117482,0,0,0
1694,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8752114264236046,0,0,0
1694,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7380254507380188,0,0,0
1695,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7053399206043033,0,0,0
1696,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7927996316437896,0,0,0
1697,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9673085696842783,0,0,0
1702,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8121839624011183,0,0,0
1722,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9548687583492798,0,0,1
1726,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8611696712292141,0,0,0
1732,1865,1.0,5.1.02.04.001.00001 Belanja Perjalanan Dinas Biasa,5.1.02.04.001.00001 Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7937014794199502,0,0,0
1777,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9184425474421175,0,0,0
1777,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.5991607230189026,0,0,0
1778,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9419284005159732,0,0,0
1779,1842,1.0,Belanja Perjalanan Dinas Biasa SEKSI PELAYANAN KESEHATAN PRIMER DAN KESTRAD,Belanja Perjalanan Dinas Biasa SEKSI PELAYANAN KESEHATAN PRIMER DAN KESTRAD,1.0,mirip,0.8204448826175366,0,0,0
1783,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.7788141239173884,0,0,0
1783,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8521992864340411,0,0,0
1785,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.6673346693386774,0,0,0
1785,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9017287727256316,0,0,0
1797,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8245474963667592,0,0,0
1797,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8136736174249263,0,0,0
1816,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8344070825886363,0,0,0
1816,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.8025795376591491,0,0,0
1827,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.5843071786310517,0,0,0
1827,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9213567600035448,0,0,0
1841,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9798304378222781,0,0,0
1870,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.593993993993994,0,0,0
1870,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa,1.0,mirip,0.9158754060007218,0,0,0
2159,2177,1.0,Belanja Perjalanan Dinas Biasa - Dalam Negeri,Belanja Perjalanan Dinas Biasa - Dalam Negeri,1.0,mirip,0.6815564473913802,0,0,0
2210,2371,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas I),Belanja Perjalanan Dinas Biasa (Cabang Dinas V),1.0,mirip,0.5806467065868264,0,0,1
2210,2989,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas I),Belanja Perjalanan Dinas Biasa (Cabang Dinas V),1.0,mirip,0.562251497005988,0,0,1
2213,2214,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),1.0,mirip,0.8607978965464934,0,0,0
2214,2474,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),1.0,mirip,0.9179995829982426,0,0,0
2226,2979,0.8835553026088807,Belanja Perjalanan Dinas Biasa Pengelolaan Sarana dan Prasarana Spiritual,Belanja Perjalanan Dinas Biasa Luar Negeri Pengelolaan Sarana dan Prasarana Spiritual,0.9301331815653284,mirip,0.7984413444885121,0,0,0
2228,2938,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,1.0,mirip,0.8421052631578947,0,0,0
2228,2278,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,1.0,mirip,0.9000876424189308,0,0,0
2229,2388,0.8174187937311364,Belanja Perjalanan Dinas Dalam Kota Fasilitasi Kelembagaan Bina Spiritual,Belanja Perjalanan Dinas Biasa Luar Negeri Fasilitasi Kelembagaan Bina Spiritual,0.8904512762386818,mirip,0.9841269841269841,0,0,0
2231,1148,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota,1.0,mirip,0.6071428571428571,0,0,0
2252,2421,0.9811812444432026,Belanja Perjalanan Dinas Dalam Kota sub kegiatan Sosialisasi Budaya Baca dan Literasi pada Satuan Pendidikan Tingkat Menengah dan Pendidikan Khusus serta Masyarakat,Belanja Perjalanan Dinas Biasa sub kegiatan Sosialisasi Budaya Baca dan Literasi pada Satuan Pendidikan Tingkat Menengah dan Pendidikan Khusus serta Masyarakat,0.9887087466659216,mirip,0.554854864137995,0,0,0
2255,2256,0.9545332007080218,"Belanja Perjalanan Dinas Biasa - Pengawasan, Pemeriksaan dan Tindak Lanjut Kesehatan Koperasi","Belanja Perjalanan Dinas Dalam Kota - Pengawasan, Pemeriksaan dan Tindak Lanjut Kesehatan Koperasi",0.9727199204248131,mirip,0.9427722334892874,0,0,0
2264,2972,1.0,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara","Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",1.0,mirip,0.9361591363673727,0,0,0
2264,2468,1.0,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara","Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",1.0,mirip,0.9272727272727272,0,0,1
2264,2321,1.0,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara","Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",1.0,mirip,0.9,0,0,1
2273,2932,1.0,Perjalanan Dinas Biasa,Perjalanan Dinas Biasa,1.0,mirip,0.6003890271460854,0,0,1
2277,2330,0.9711350664455236,Belanja Perjalanan Dinas Dalam Kota - Sumut digital market dan galeri virtual produk UMKM kreatif,Belanja Perjalanan Dinas Biasa - Sumut digital market dan galeri virtual produk UMKM kreatif,0.982681039867314,mirip,0.8173182316404822,0,0,0
2323,2470,1.0,Perjalanan Dinas Biasa,Perjalanan Dinas Biasa,1.0,mirip,0.562748501988016,0,0,0
2336,2429,0.9375216089175732,Belanja Perjalanan Dinas Biasa - Dukungan Supervisi & Monev TP.PKK,Belanja Perjalanan Dinas Dalam Kota - Dukungan Supervisi & Monev TP.PKK,0.9625129653505438,mirip,0.996413342366397,0,0,0
2351,3001,0.8006228768803607,Belanja Perjalanan Dinas Biasa UPTD PSP WILAYAH II KABANJAHE,Belanja Perjalanan Dinas Biasa UPTD PSP WIL II KABANJAHE,0.8803737261282163,mirip,0.6189212328767123,0,0,0
2370,2371,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),Belanja Perjalanan Dinas Biasa (Cabang Dinas V),1.0,mirip,0.6712594211552111,0,0,0
2370,2989,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),Belanja Perjalanan Dinas Biasa (Cabang Dinas V),1.0,mirip,0.656838998231245,0,0,0
2371,2922,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),Belanja Perjalanan Dinas Biasa (Cabang Dinas I),1.0,mirip,0.7211569089634962,0,0,1
2383,2273,1.0,Perjalanan Dinas Biasa,Perjalanan Dinas Biasa,1.0,mirip,0.5773582622375507,0,0,1
2392,1148,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota,1.0,mirip,0.7142857142857143,0,0,0
2431,1128,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,1.0,mirip,0.9571428571428572,0,0,0
2432,1128,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,1.0,mirip,0.8909090909090909,0,0,0
2454,2455,0.8062048235575648,Belanja Perjalanan Dinas Biasa - TLHP Inspektorat Jenderal Kemendagri,Belanja Perjalanan Dinas Biasa - TLHP Inspektorat Jenderal Kemendagri dan Kementerian/Lembaga Lainnya,0.883722894134539,mirip,0.6642191977077364,0,0,0
2464,1128,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,1.0,mirip,0.9907045009784736,0,0,0
2467,2468,0.9433142310994572,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",0.9659885386596744,mirip,0.8283261802575107,0,0,0
2467,2264,0.9433142310994572,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",0.9659885386596744,mirip,0.5763636363636364,0,0,1
2467,2972,0.9433142310994572,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",0.9659885386596744,mirip,0.849302682412253,0,0,1
2469,2972,1.0,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara","Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",1.0,mirip,0.6807956818368633,0,0,0
2469,84,1.0,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara","Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",1.0,mirip,0.7,0,0,0
2469,2468,1.0,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara","Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",1.0,mirip,0.6363636363636364,0,0,1
2469,2264,1.0,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara","Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",1.0,mirip,0.8,0,0,0
2508,2580,1.0,Perjalanan Dinas dalam daerah,Perjalanan Dinas Dalam Daerah,1.0,mirip,0.66875,0,0,0
2508,2581,1.0,Perjalanan Dinas dalam daerah,Perjalanan Dinas Dalam Daerah,1.0,mirip,0.542314335060449,0,0,0
2533,2580,1.0,Perjalanan Dinas Dalam Daerah,Perjalanan Dinas Dalam Daerah,1.0,mirip,0.52625,0,0,0
2559,2577,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.7674418604651163,0,0,0
2559,2620,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.9224806201550387,0,0,0
2559,2675,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.9224806201550387,0,0,0
2559,2619,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.8488372093023255,0,0,0
2576,2577,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.6105919003115264,0,0,0
2576,2620,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.8701973001038421,0,0,0
2576,2675,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.8701973001038421,0,0,0
2576,2619,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.7468847352024922,0,0,0
2577,2620,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.6666666666666666,0,0,0
2577,2675,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.6666666666666666,0,0,0
2580,2609,1.0,Perjalanan Dinas Dalam Daerah,PERJALANAN DINAS DALAM DAERAH,1.0,mirip,0.59375,0,0,0
2601,2577,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.5454545454545454,0,0,0
2601,2620,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.8484848484848485,0,0,0
2601,2675,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.8484848484848485,0,0,0
2601,2619,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.7045454545454546,0,0,0
2602,2577,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.5714285714285714,0,0,0
2602,2620,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.8571428571428571,0,0,0
2602,2675,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.8571428571428571,0,0,0
2602,2619,1.0,Belanja PerjalananDinas Biasa,Belanja PerjalananDinas Biasa,1.0,mirip,0.7214285714285714,0,0,0
2612,2625,1.0,Biaya Perjalanan Dinas Biasa,Biaya Perjalanan Dinas Biasa,1.0,mirip,0.7,0,0,0
2624,2639,0.979302333907351,Biaya Perjalanan Dinas Biasa,Biaya Perjalanan Dinas,0.9875814003444106,mirip,0.7231345947875759,0,0,0
2625,2639,0.979302333907351,Biaya Perjalanan Dinas Biasa,Biaya Perjalanan Dinas,0.9875814003444106,mirip,0.8449,0,0,0
2646,2580,1.0,Perjalanan dinas Dalam Daerah,Perjalanan Dinas Dalam Daerah,1.0,mirip,0.75,0,0,0
2646,2581,1.0,Perjalanan dinas Dalam Daerah,Perjalanan Dinas Dalam Daerah,1.0,mirip,0.6545768566493955,0,0,0
2651,2652,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas,1.0,mirip,0.5384615384615384,0,0,0
2653,2652,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas,1.0,mirip,0.6666666666666666,0,0,0
2663,2652,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas,1.0,mirip,0.9482758620689655,0,0,0
2663,2651,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas,1.0,mirip,0.8879310344827587,0,0,0
2670,2555,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,1.0,mirip,0.7009009009009008,0,0,0
2673,2564,0.982352569386782,Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota,0.989411541632069,mirip,0.8362869198312236,0,0,0
2673,2552,0.982352569386782,Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota,0.989411541632069,mirip,0.6948453608247422,0,0,0
2678,2679,1.0,Perjalanan Dinas Luar Daerah,Perjalanan dinas luar daerah,1.0,mirip,0.693956776338433,0,0,0
2678,2579,0.989164709942398,Perjalanan Dinas Luar Daerah,BELANJA PERJALANAN DINAS LUAR DAERAH,0.9934988259654388,mirip,0.74,0,0,0
2678,2698,0.989164709942398,Perjalanan Dinas Luar Daerah,Belanja Perjalanan Dinas Luar Daerah,0.9934988259654388,mirip,0.5185185185185185,0,0,0
2717,2770,0.929089292488262,Perjalanan Dinas (Pemeliharaan rutin Jalan)) UPTD Jalan dan Jembatan Wilayah II,Perjalanan Dinas Pemeliharaan Rutin Jalan UPTD Jalan dan Jembatan Wilayah III,0.9574535754929572,mirip,0.9094607159460716,0,0,1
2728,2895,1.0,Belanja Perjalanan Dinas Paket Meeting dalam Kota -BINKON,Belanja Perjalanan Dinas Paket Meeting dalam Kota -BINKON,1.0,mirip,0.8571428571428571,0,0,0
2729,2836,1.0,Belanja Perjalanan Dinas Biasa -BINKON,Belanja Perjalanan Dinas Biasa -BINKON,1.0,mirip,0.6553724567008575,0,0,0
2729,2785,1.0,Belanja Perjalanan Dinas Biasa -BINKON,Belanja Perjalanan Dinas Biasa -BINKON,1.0,mirip,0.835003824014813,0,0,0
2741,2804,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.6666666666666666,0,0,0
2741,2744,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.8333333333333334,0,0,0
2741,2852,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.7560975609756098,0,0,0
2742,2804,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.5294117647058824,0,0,0
2742,2744,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.7647058823529411,0,0,0
2742,2852,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.8272357723577236,0,0,0
2743,2744,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.6774193548387096,0,0,0
2743,2852,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.8739837398373984,0,0,0
2744,2852,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.959349593495935,0,0,0
2745,2741,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.75,0,0,0
2745,2743,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.5161290322580645,0,0,0
2745,2852,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.9390243902439024,0,0,0
2746,2783,0.915242825810238,Bid Yankes-Subkeg Jamkes-Belanja Perjalanan Dinas Biasa,Bid Yankes-Subkeg Jamkes-Belanja Perjalanan Dinas Dalam Kota,0.9491456954861428,mirip,0.9889543446244478,0,0,0
2761,2829,0.9106186528355188,Belanja Perjalanan Dinas Luar Daerah Kegiatan Pembangunan RS Mata,Belanja Perjalanan Dinas Dalam Daerah Kegiatan Pembangunan RS Mata,0.9463711917013112,mirip,0.8578908002991773,0,0,0
2763,2804,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.9904438816952554,0,0,0
2763,2744,1.0,"Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)","Kegiatan Penunjang (Perencanaan, Pengawasan, Perjalanan Dinas dalam rangka Pengendalian Kegiatan)",1.0,mirip,0.9952219408476277,0,0,0
